x,y
1886.5979381443299,-0.052356020942408
1888.659793814433,-0.32329842931937103
1891.7525773195875,-0.32329842931937103
1894.8453608247423,-0.11518324607329801
1897.9381443298969,-0.23691099476439803
1902.0618556701031,-0.11518324607329801
1904.1237113402062,-0.264397905759162
1905.1546391752577,-0.09554973821989501
1907.2164948453608,-0.445026178010471
1911.340206185567,-0.22905759162303602
1912.3711340206185,-0.48036649214659605
1919.5876288659795,-0.146596858638743
1922.680412371134,-0.44895287958115104
1924.7422680412371,-0.197643979057591
1928.8659793814434,-0.28010471204188503
1932.9896907216494,-0.34293193717277504
1936.0824742268042,-0.09947643979057501
1940.2061855670104,-0.197643979057591
1941.2371134020618,0.17539267015706703
1944.3298969072166,0.057591623036649005
1946.3917525773195,0.19109947643979003
1950.5154639175257,-0.028795811518324003
1951.5463917525774,-0.15445026178010401
1955.6701030927834,0.061518324607329006
1958.7628865979382,-0.17408376963350702
1960.8247422680413,0.045811518324607
1961.8556701030927,-0.024869109947643003
1965.979381443299,-0.178010471204188
1967.0103092783506,-0.032722513089005
1969.0721649484535,-0.083769633507853
1970.1030927835052,0.06544502617801
1971.1340206185566,-0.07198952879581101
1974.2268041237114,0.132198952879581
1977.319587628866,-0.103403141361256
1978.3505154639174,0.17539267015706703
1979.381443298969,0.30497382198952805
1983.5051546391753,0.28534031413612504
1984.5360824742268,0.24607329842931902
1987.6288659793815,0.43455497382198904
1992.7835051546392,0.226439790575916
1993.8144329896907,0.43848167539267
1996.9072164948454,0.6034031413612561
2000.0,0.552356020942408
2001.0309278350514,0.407068062827224
2003.0927835051548,0.670157068062827
2007.2164948453608,0.552356020942408
2008.2474226804125,0.7015706806282721
2010.3092783505156,1.011780104712041
2012.3711340206187,0.6583769633507851
2016.4948453608247,0.968586387434554
