x,y
1996.9948096131197,0.006757752867797001
1997.8221420159637,0.00695042962446
1998.9399070964364,0.007548414533083
1999.9878309416845,0.011833427836175001
2000.99759017752,0.0073135386225840005
2001.9781153225454,0.012009094081214
2002.9811575871242,0.016499542024687
2004.0080908971954,0.018941858943603
2004.9723579186111,0.015446525930126001
2005.99944388712,0.017684062459109
2006.7339599598727,0.022383216295197003
2007.9808740785973,0.029736991320277004
2008.601583286082,0.037099925851616006
2008.9554455445543,0.042418981986304005
2010.0105443363718,0.037079316962533006
2010.9460352422907,0.042185087451476005
